id,contact_id,family_unit_id,relationship
b6744aee-95a2-5d32-87bf-6109b3bb458a,c2d561e0-33b8-5935-ae38-e8efce352a35,25e9a631-b6f9-5231-9661-637da15c09a4,child
f6bb5f3c-afa2-534f-a38a-45f4dcb85ad6,8561f6b4-a461-5a0f-9bd7-cc73526e73bb,cddf1676-7b38-551f-9054-c4178d24518c,parent
eecd8417-d837-5bca-95cf-c41d2f4b0dfb,910eeae8-6bf9-53cc-8ca9-2c0ea6802d74,cddf1676-7b38-551f-9054-c4178d24518c,child
a1ab0c3b-3576-5e23-8c9f-07b1876b2e3c,59cce8c2-3411-5823-bb4b-1b5c9ad186eb,4a26935b-ff16-54da-8827-23af96e01f78,parent
bc907f1e-d011-5830-93e2-976182288dc2,95018112-2880-50f6-bcbc-db8ccebb730d,4a26935b-ff16-54da-8827-23af96e01f78,child
80530c06-859e-5985-be7b-8b26caf320f4,87fa71b1-aac6-536c-bf04-3d8fdc6b1282,cbae85b3-ebec-587c-82d6-48e20740b7d0,parent
25489aaf-9690-55e8-be73-8e3b9e3193a4,b28ab7b9-4aec-5e0c-aa3b-e387fa52440a,cbae85b3-ebec-587c-82d6-48e20740b7d0,child
0fe008b5-c911-56a7-b6b2-35168282bfeb,47dfaa82-3c6b-5e14-9fe7-e13640a5db9b,90de5e73-bf63-576e-a886-a8ddd275bcf8,parent
85519b2f-432f-5235-8e95-9778bbd385b7,0f7f0c90-c6b9-516b-ad0d-ddd6c3ab5084,90de5e73-bf63-576e-a886-a8ddd275bcf8,child
b360dab4-dabd-5cc7-84ad-983b63d6f925,c4e44d3e-20ae-5443-804d-353533332e60,7df9ca00-cf97-5a45-b723-1020732dfa64,parent
3dda3b32-6d29-5f4c-bd42-ad6c1eab4b6d,e328cff8-2e93-5845-82f7-0d1828576a87,7df9ca00-cf97-5a45-b723-1020732dfa64,child
d2e30cb0-1f55-501f-bf78-8dd6564864ba,0ba917eb-3677-5b87-a202-950180d75fb9,63b61a33-a27d-503b-b722-73b0ddf823d9,parent
fccb510b-050a-5b2c-8e9f-f1d38b7f0be9,96bbe691-73f2-5852-ae71-bbaa11060bf1,63b61a33-a27d-503b-b722-73b0ddf823d9,child
0c0f7d58-e5cf-5052-9a3b-1e4320e9088b,e6ed36bc-ca38-5f36-b58f-dcb6e544cb93,3f6cc51f-ba37-58a9-a234-35be1252bc48,parent
69e068fa-7334-545c-9506-46a46bfa3204,428b2e7c-15e7-572d-aa8d-d2eff0325e32,3f6cc51f-ba37-58a9-a234-35be1252bc48,child
b78ebe3a-80a8-51ea-a87c-7e5af75039f7,1d3f89bf-5ddb-5aad-8069-0d4aa57e4722,f8861623-de51-5405-9538-a9f9e923c088,parent
a8a58aeb-868e-56b6-9bc1-74b7d02b4170,2055dcc8-1609-575b-937f-e46921ab2044,f8861623-de51-5405-9538-a9f9e923c088,child
341ee41f-727d-58e2-8bea-7df9434360ca,d17408e6-e69b-5e70-84d5-7a78a69b0511,74ebfa2d-d2ca-5f14-987e-68d948d8a07e,parent
1bb59c04-f30d-5e78-90de-a1a340125f21,7ffeecfb-b957-590f-8e7c-94548d7adb7b,74ebfa2d-d2ca-5f14-987e-68d948d8a07e,child
a461bdf9-634c-52aa-8c13-0a71a170543f,d596feae-e6d9-57f5-af88-aaf40d976564,0b633aec-d676-562f-8446-9c9a3a2c283e,parent
30a36cb7-8a3a-5b43-9ce5-9a1ed691b9f1,4e9a56b8-266a-5796-a8b6-4bc0281e2d55,0b633aec-d676-562f-8446-9c9a3a2c283e,child
de38b27b-2d7d-52ff-8250-8673f112522f,4b1919f6-449e-5c65-879b-2252f8022b9b,0861e8fd-a575-5910-b485-066ed0562c95,parent
fdcb174f-4372-52b9-8ae6-bf3db765fa5b,fb163a89-7ca0-5d98-afb4-909a21f4fc12,0861e8fd-a575-5910-b485-066ed0562c95,child
3fa073fa-c9d3-546b-aa25-8623763e5b48,cf2f656e-0260-56fe-9467-7514019dca3b,ee14a42c-61b5-535a-838a-55e6f08687b6,parent
fb0f90a9-a720-524a-a9f3-ac14a2380afa,7ac59208-9281-5c4e-ac4d-98f129561f07,ee14a42c-61b5-535a-838a-55e6f08687b6,child
480e2e35-4197-5651-bf5b-6c118a449aad,c2fa7270-6900-5480-88ba-997f55f702cb,b4887cea-16d8-55ce-80c8-66597b321422,parent
1c8aad4b-08fb-54e5-8373-45e28349efc1,7ae7c623-fb0b-5233-8233-990f03955928,b4887cea-16d8-55ce-80c8-66597b321422,child
93a7cdcd-47db-5d6c-b877-b556314cf63f,a0517e92-fe0f-56cb-b503-c0c83c6388e1,6067d14a-5c7a-51b2-9806-0bbb4d9dafba,parent
bc4a9f9e-29f4-54fa-9730-8be5bbb78c2b,4ce4bf63-98f6-560d-82a1-6f1f106af397,6067d14a-5c7a-51b2-9806-0bbb4d9dafba,child
2c518caa-6958-5099-8b19-6e8eea97d7f3,dbf82876-f28a-5d7a-a26c-2afde512e303,99b75a9d-5407-5561-9751-cbd13fa3756e,parent
79733d28-235e-56e4-8708-51fdfe09426b,cac1d39f-5afd-5336-b132-195bc6adc9aa,99b75a9d-5407-5561-9751-cbd13fa3756e,child
