id,contact_id,role_type_id,group_id,start_date,end_date
731c9a0a-6ea6-5b0a-b563-40a11aaa7b8a,9812d956-d5e4-5d7e-8612-28026dcd072f,b860ca94-d97e-5ca2-8f34-8c83945842ff,21ba4cf4-d7cd-5589-a460-3e33628a32c5,2026-01-01,
4fbf5131-e423-58f3-b06a-19f0e2e1b607,85c08c7b-ff28-59f3-afb5-94373e48830e,a8b14fc1-07f9-55ef-868e-acf278d2d075,dd518973-e7ef-5421-87ef-deedb7fffa47,2026-01-01,
8019343a-2daf-5004-a531-3eb6c6a9c2ca,95d21cc9-763d-51eb-9964-f9a3daa87e3b,b860ca94-d97e-5ca2-8f34-8c83945842ff,dd518973-e7ef-5421-87ef-deedb7fffa47,2026-01-01,
73d1751b-7bff-51f2-9fca-7c16fc090816,8561f6b4-a461-5a0f-9bd7-cc73526e73bb,b860ca94-d97e-5ca2-8f34-8c83945842ff,dd518973-e7ef-5421-87ef-deedb7fffa47,2026-01-01,
b5c0428d-9700-553e-87cc-7cd4dd6285f2,59cce8c2-3411-5823-bb4b-1b5c9ad186eb,a8b14fc1-07f9-55ef-868e-acf278d2d075,e0ea47fd-e8cc-5aee-a245-1c678a6b4c9b,2026-01-01,
80ec5fb5-2db0-53ca-b7c6-7b78dc1d5818,87fa71b1-aac6-536c-bf04-3d8fdc6b1282,b860ca94-d97e-5ca2-8f34-8c83945842ff,e0ea47fd-e8cc-5aee-a245-1c678a6b4c9b,2026-01-01,
9e12f55a-5158-5d6a-86db-b4382ed6e339,47dfaa82-3c6b-5e14-9fe7-e13640a5db9b,b860ca94-d97e-5ca2-8f34-8c83945842ff,e0ea47fd-e8cc-5aee-a245-1c678a6b4c9b,2026-01-01,
fa22d203-02f8-5196-81ad-6ea5735b2c96,c4e44d3e-20ae-5443-804d-353533332e60,a8b14fc1-07f9-55ef-868e-acf278d2d075,904341f0-7b39-51a6-8672-9975af2228fc,2026-01-01,
e272de72-6940-55db-83b3-19e44f89cb7a,0ba917eb-3677-5b87-a202-950180d75fb9,b860ca94-d97e-5ca2-8f34-8c83945842ff,904341f0-7b39-51a6-8672-9975af2228fc,2026-01-01,
dfe3426f-5d4d-5f34-863a-c4f89d27fd9a,e6ed36bc-ca38-5f36-b58f-dcb6e544cb93,b860ca94-d97e-5ca2-8f34-8c83945842ff,904341f0-7b39-51a6-8672-9975af2228fc,2026-01-01,
2cd1e3a6-d908-5126-8eab-7e8923705112,1d3f89bf-5ddb-5aad-8069-0d4aa57e4722,a8b14fc1-07f9-55ef-868e-acf278d2d075,0739bcb1-3048-57f9-82cc-f9446d3b23d5,2026-01-01,
e4c9ae31-02b5-5b3a-9642-9cae611c7519,d17408e6-e69b-5e70-84d5-7a78a69b0511,b860ca94-d97e-5ca2-8f34-8c83945842ff,0739bcb1-3048-57f9-82cc-f9446d3b23d5,2026-01-01,
37eb5d8c-f6ac-5968-8c9e-8ef3a69c3272,d596feae-e6d9-57f5-af88-aaf40d976564,b860ca94-d97e-5ca2-8f34-8c83945842ff,0739bcb1-3048-57f9-82cc-f9446d3b23d5,2026-01-01,
b92c20be-130b-53ce-b0fc-a11bfbf0e584,4b1919f6-449e-5c65-879b-2252f8022b9b,a8b14fc1-07f9-55ef-868e-acf278d2d075,2acea639-21df-57c2-9f43-ddf752488d23,2026-01-01,
16420db3-03d0-5d74-b794-0adc8ba18de1,cf2f656e-0260-56fe-9467-7514019dca3b,b860ca94-d97e-5ca2-8f34-8c83945842ff,2acea639-21df-57c2-9f43-ddf752488d23,2026-01-01,
8d2c5168-ce87-54c1-a2ea-00829ff7da92,c2fa7270-6900-5480-88ba-997f55f702cb,b860ca94-d97e-5ca2-8f34-8c83945842ff,2acea639-21df-57c2-9f43-ddf752488d23,2026-01-01,
de0722ce-8993-55f4-b576-7cdd53e6b5f5,a0517e92-fe0f-56cb-b503-c0c83c6388e1,a8b14fc1-07f9-55ef-868e-acf278d2d075,f61f9b1a-dcd8-533f-80a6-2fdd8c453f72,2026-01-01,
f3c51394-884d-52f9-a405-9553f0a6b8d5,dbf82876-f28a-5d7a-a26c-2afde512e303,b860ca94-d97e-5ca2-8f34-8c83945842ff,f61f9b1a-dcd8-533f-80a6-2fdd8c453f72,2026-01-01,
daad6747-e57b-5033-a641-6befc3bd994e,e2684d1f-12e6-593e-a215-c6841c1c0a39,b860ca94-d97e-5ca2-8f34-8c83945842ff,f61f9b1a-dcd8-533f-80a6-2fdd8c453f72,2026-01-01,
42598dfa-6cb5-595f-901b-087e33d29d82,c131d73a-0531-5d67-b85a-8f322fb0b69a,a8b14fc1-07f9-55ef-868e-acf278d2d075,e9d9b46c-febb-5da7-ba25-9b9445cb1ca1,2026-01-01,
ef77112b-a467-5bef-8812-490b51222867,a4874405-be60-516b-ab41-d592efe48b91,b860ca94-d97e-5ca2-8f34-8c83945842ff,e9d9b46c-febb-5da7-ba25-9b9445cb1ca1,2026-01-01,
05647b0f-d9b1-58b5-afd4-e6969c2b5ec3,b27432a5-ba16-54d0-962a-9888d43baf1e,b860ca94-d97e-5ca2-8f34-8c83945842ff,e9d9b46c-febb-5da7-ba25-9b9445cb1ca1,2026-01-01,
30065693-ba1c-5d27-b4c7-607008bb1fb1,883ad074-9359-5c05-91cf-de363b036a85,a8b14fc1-07f9-55ef-868e-acf278d2d075,86a5dff9-08d3-5005-863c-a7ca131c1960,2026-01-01,
7dec03ca-3232-52d9-a868-be79a396957b,91ab2e53-2248-5260-9dad-cb2328e3749b,b860ca94-d97e-5ca2-8f34-8c83945842ff,86a5dff9-08d3-5005-863c-a7ca131c1960,2026-01-01,
34f69cd8-5451-50e4-afb4-d0a7373e2b06,465ffae9-67c5-500d-95d8-fc2f4cfcee66,b860ca94-d97e-5ca2-8f34-8c83945842ff,86a5dff9-08d3-5005-863c-a7ca131c1960,2026-01-01,
91d4f78b-c901-54ce-aa1e-c69ff2cf3a8a,8735a13c-5a9b-547f-967d-a1fc5ba4a9f6,a8b14fc1-07f9-55ef-868e-acf278d2d075,379af399-4715-5e98-b807-cf74c014d186,2026-01-01,
14743a37-4f9c-5538-aff9-7fe09316f749,0a07e29f-8005-553e-9ff2-137415634b78,b860ca94-d97e-5ca2-8f34-8c83945842ff,379af399-4715-5e98-b807-cf74c014d186,2026-01-01,
19f55b9b-1f30-5272-9d17-1045dbf8f870,7a7397f0-de78-5e21-bb48-a100ece9ca0f,b860ca94-d97e-5ca2-8f34-8c83945842ff,379af399-4715-5e98-b807-cf74c014d186,2026-01-01,
0209534f-43aa-5323-9e96-e347036b9074,98692391-b905-5d20-b106-668a3bf5261b,a8b14fc1-07f9-55ef-868e-acf278d2d075,eeb3861b-2a19-560b-81b5-b636eab97953,2026-01-01,
5af2c300-ca50-540e-9869-347c93f978ed,1ec5c14c-59f9-599a-9fc4-23008d29354a,b860ca94-d97e-5ca2-8f34-8c83945842ff,eeb3861b-2a19-560b-81b5-b636eab97953,2026-01-01,
59e0b971-2821-59f1-8012-3a8b46f77720,16171277-0225-5774-8d63-abb743257d86,b860ca94-d97e-5ca2-8f34-8c83945842ff,eeb3861b-2a19-560b-81b5-b636eab97953,2026-01-01,
