id,contact_id,emergency_contact_id,priority,relationship
de4d31c3-bb63-5e24-9295-8d5722fa64e5,7dabfe88-6c0a-5db1-a333-de0f73d4184d,9df7b8bf-351b-5e30-89a6-82005d1a179f,1,Parent
f3479e65-5d0f-50a6-8b23-3321b5bc1bec,b9e69b94-8dc0-5f90-8a8f-70cecc13909e,9812d956-d5e4-5d7e-8612-28026dcd072f,1,Parent
b3d18fe2-6cfd-5e29-883d-2db29b3ec80d,62161118-b953-595c-b7cf-4f4a50b36533,85c08c7b-ff28-59f3-afb5-94373e48830e,1,Parent
299e22d7-9463-5300-944b-54f383a7daea,c2d561e0-33b8-5935-ae38-e8efce352a35,95d21cc9-763d-51eb-9964-f9a3daa87e3b,1,Parent
ba68a7a5-dbc7-55eb-b524-7d80b59eacf2,910eeae8-6bf9-53cc-8ca9-2c0ea6802d74,8561f6b4-a461-5a0f-9bd7-cc73526e73bb,1,Parent
9c063b2c-7576-5d39-83e5-32a73bd86be3,95018112-2880-50f6-bcbc-db8ccebb730d,59cce8c2-3411-5823-bb4b-1b5c9ad186eb,1,Parent
94513f05-ed70-59a4-b8fd-5421b36f935d,b28ab7b9-4aec-5e0c-aa3b-e387fa52440a,87fa71b1-aac6-536c-bf04-3d8fdc6b1282,1,Parent
b9d960e8-55a2-539a-b45a-15eed6ff80f5,0f7f0c90-c6b9-516b-ad0d-ddd6c3ab5084,47dfaa82-3c6b-5e14-9fe7-e13640a5db9b,1,Parent
4ef4a0d2-618a-5cbd-b693-973e01b94d11,e328cff8-2e93-5845-82f7-0d1828576a87,c4e44d3e-20ae-5443-804d-353533332e60,1,Parent
9e3dd1ee-d7e8-5376-ba10-b89ce2c42442,96bbe691-73f2-5852-ae71-bbaa11060bf1,0ba917eb-3677-5b87-a202-950180d75fb9,1,Parent
19d15840-ced8-546f-a3c4-e1f4281561d7,428b2e7c-15e7-572d-aa8d-d2eff0325e32,e6ed36bc-ca38-5f36-b58f-dcb6e544cb93,1,Parent
7d961557-5002-5a50-914b-8faaa1155179,2055dcc8-1609-575b-937f-e46921ab2044,1d3f89bf-5ddb-5aad-8069-0d4aa57e4722,1,Parent
25e57bbe-d7c7-5694-834e-546017f10895,7ffeecfb-b957-590f-8e7c-94548d7adb7b,d17408e6-e69b-5e70-84d5-7a78a69b0511,1,Parent
4ac1fb6f-b020-5418-8118-3564705bd373,4e9a56b8-266a-5796-a8b6-4bc0281e2d55,d596feae-e6d9-57f5-af88-aaf40d976564,1,Parent
90c99193-dc92-5493-b5de-0b3c774d3086,fb163a89-7ca0-5d98-afb4-909a21f4fc12,4b1919f6-449e-5c65-879b-2252f8022b9b,1,Parent
ef459b53-98e4-5523-8bc2-813850d64031,7ac59208-9281-5c4e-ac4d-98f129561f07,cf2f656e-0260-56fe-9467-7514019dca3b,1,Parent
a8ee0787-f8fe-5131-8c2b-dd11e7b795c1,7ae7c623-fb0b-5233-8233-990f03955928,c2fa7270-6900-5480-88ba-997f55f702cb,1,Parent
45e98f1a-c285-52c3-813a-658ce4fbee37,4ce4bf63-98f6-560d-82a1-6f1f106af397,a0517e92-fe0f-56cb-b503-c0c83c6388e1,1,Parent
1c85ebbc-eb8c-532a-9978-257abad4c3b3,cac1d39f-5afd-5336-b132-195bc6adc9aa,dbf82876-f28a-5d7a-a26c-2afde512e303,1,Parent
e2a6f459-ca75-5257-9a2c-ee800aaf1d07,0501440c-0114-5d53-bb84-3db3dea7335c,2ed0f6b7-8165-5709-a112-47fcd13a3b82,1,Neighbour
eec2bbde-a9e4-5820-abf2-b8e868c27442,0a00439f-76ff-5fae-b93c-22540659582e,895c7f58-c5d9-5c2e-95f2-ca0518ad3eb7,1,Partner
c4bf2f87-d2d6-5c21-b8a9-f9f10e725f8e,06992024-2cc2-5a57-a9e6-e6adaded018e,9640e768-eb89-582f-968e-25d1324bba64,1,Friend
b36a3802-6e1b-54a8-8d5e-186cc64e0607,9a350f2f-c1fa-51a0-bc24-7ec6a370b01b,2ed0f6b7-8165-5709-a112-47fcd13a3b82,1,Partner
8c8d9d61-5251-557a-b39a-9d4df29b1183,676d2791-cc38-5d3c-971b-c03280df17da,e2684d1f-12e6-593e-a215-c6841c1c0a39,1,Sibling
3264f30a-19cd-5dbe-9c97-092a3a38c7ba,7e273cfc-ef90-5840-b7cc-e6b4d995ea42,85c08c7b-ff28-59f3-afb5-94373e48830e,1,Sibling
31ac3a0b-e93f-5f73-b4ac-11c9ae0354e0,41bc09ce-2a8f-5148-8050-00047e6dc98e,cf2f656e-0260-56fe-9467-7514019dca3b,1,Partner
eca1a7a7-b43c-5749-8f19-bc0e08f1ee4a,82215045-ac74-5993-898d-42cbfb3c6344,c131d73a-0531-5d67-b85a-8f322fb0b69a,1,Neighbour
6055000c-c4ff-526b-8b0a-0341e08bce16,5c37cdb8-6b22-58b6-a889-485dc31d5c05,8561f6b4-a461-5a0f-9bd7-cc73526e73bb,1,Partner
3f3243a1-e809-5eda-a129-2c26e7c47d47,9df7b8bf-351b-5e30-89a6-82005d1a179f,f0676f5d-b64c-527e-9fe4-801b44eddb83,1,Neighbour
ffdc0b3c-37c9-5641-bb47-8bfa645ff4aa,9812d956-d5e4-5d7e-8612-28026dcd072f,41bc09ce-2a8f-5148-8050-00047e6dc98e,1,Friend
facbb0b9-ed90-59e7-8b78-19af301781e2,85c08c7b-ff28-59f3-afb5-94373e48830e,749448bd-f9d3-50f1-bc98-1c80b2d1db58,1,Partner
cbec6a6d-7d03-5fae-8b48-00d0fa9abd73,8561f6b4-a461-5a0f-9bd7-cc73526e73bb,5d74374f-958a-5e5d-a908-353a60981f22,1,Partner
ed0ecd9a-1acf-5c5d-9a65-41d44588b01c,59cce8c2-3411-5823-bb4b-1b5c9ad186eb,4b1919f6-449e-5c65-879b-2252f8022b9b,1,Neighbour
a73b6fdc-92ee-5794-924b-9e4d87bfc1d4,47dfaa82-3c6b-5e14-9fe7-e13640a5db9b,06cea260-a8dd-53d9-93a4-0a5a47de755e,1,Sibling
e098e9f0-a561-5e13-a10d-593526f256c3,c4e44d3e-20ae-5443-804d-353533332e60,0a07e29f-8005-553e-9ff2-137415634b78,1,Neighbour
92be5b13-b4ec-5044-a4fe-326d4cda077c,0ba917eb-3677-5b87-a202-950180d75fb9,f0676f5d-b64c-527e-9fe4-801b44eddb83,1,Partner
2eb4c390-c511-5b95-b23b-1241826d0b99,e6ed36bc-ca38-5f36-b58f-dcb6e544cb93,1c107f8b-d6fa-537d-acf4-a193c3fb0d49,1,Partner
729e16ad-586a-5d0b-9f5e-11937816e9e2,1d3f89bf-5ddb-5aad-8069-0d4aa57e4722,0501440c-0114-5d53-bb84-3db3dea7335c,1,Partner
5d0f1700-faee-5087-bd59-fe02e37454bf,d17408e6-e69b-5e70-84d5-7a78a69b0511,2cf80426-ea77-5450-88c6-92ac56a5e244,1,Neighbour
2be506ba-10d4-5c44-aa34-eb3262a16e61,d596feae-e6d9-57f5-af88-aaf40d976564,4bda4f72-11f0-5651-a079-6d71111a267d,1,Partner
18997c15-f989-5d20-b7ac-125990e05520,4b1919f6-449e-5c65-879b-2252f8022b9b,b70cf02f-488c-568e-b32f-8bda4aa819cd,1,Friend
09b1c7b1-0571-5e64-9c0a-d9a24bc04981,c2fa7270-6900-5480-88ba-997f55f702cb,06992024-2cc2-5a57-a9e6-e6adaded018e,1,Partner
5bc7d30b-add7-50bc-8d5c-9b47437b8083,a0517e92-fe0f-56cb-b503-c0c83c6388e1,1c107f8b-d6fa-537d-acf4-a193c3fb0d49,1,Neighbour
b199ea9c-f7cd-503f-ba4e-2c13dbefc626,e2684d1f-12e6-593e-a215-c6841c1c0a39,c2fa7270-6900-5480-88ba-997f55f702cb,1,Friend
7feba6ff-55ad-5efb-bb95-31064d6f7c7c,c131d73a-0531-5d67-b85a-8f322fb0b69a,749448bd-f9d3-50f1-bc98-1c80b2d1db58,1,Neighbour
2e78bd95-81a5-5d30-8ab4-f51baec9a386,a4874405-be60-516b-ab41-d592efe48b91,0a00439f-76ff-5fae-b93c-22540659582e,1,Sibling
6581a3ab-1d82-5a34-98cc-00baee17e773,b27432a5-ba16-54d0-962a-9888d43baf1e,bcd4e50d-a086-51aa-bf4a-6a3b0cb208e7,1,Sibling
a0ff2404-6345-594b-b1de-aa6194add96a,883ad074-9359-5c05-91cf-de363b036a85,b27432a5-ba16-54d0-962a-9888d43baf1e,1,Friend
f0a46d02-674a-5092-8631-b46a9fee6c8e,91ab2e53-2248-5260-9dad-cb2328e3749b,78f30369-838a-5c62-b1a4-2c22362b423e,1,Neighbour
8a5f44ef-e164-5d37-9d8a-93300eb4e887,465ffae9-67c5-500d-95d8-fc2f4cfcee66,19cdfe76-77ee-5b64-ab74-64cb5b155900,1,Partner
c087b1d4-8c42-5fa5-b5f0-8066c0a026be,8735a13c-5a9b-547f-967d-a1fc5ba4a9f6,7a7397f0-de78-5e21-bb48-a100ece9ca0f,1,Partner
ed13f0a1-34a4-53de-a429-fe6593b73cbe,0a07e29f-8005-553e-9ff2-137415634b78,d17e9bbf-1ad5-5999-88c9-c8e9dc916776,1,Partner
0596366f-ec18-551f-a1e4-89e3b481aabd,7a7397f0-de78-5e21-bb48-a100ece9ca0f,3fca11cb-99fd-5a1b-9a30-7658d15b1c10,1,Neighbour
1b9a1f7a-6669-57ef-b75b-018b1eec5e37,98692391-b905-5d20-b106-668a3bf5261b,c131d73a-0531-5d67-b85a-8f322fb0b69a,1,Sibling
63e1d1a4-2c0e-5be2-82df-8a66ee89d22c,1ec5c14c-59f9-599a-9fc4-23008d29354a,7f024ebd-5a64-5afe-b292-4d01fd190f50,1,Partner
3864e236-6a9b-5553-9700-34510a8913a5,16171277-0225-5774-8d63-abb743257d86,9640e768-eb89-582f-968e-25d1324bba64,1,Neighbour
4b4a6c9f-192f-5230-af78-a2efdd73d6b1,4bda4f72-11f0-5651-a079-6d71111a267d,2ed0f6b7-8165-5709-a112-47fcd13a3b82,1,Neighbour
a744175a-7664-59ac-98bc-ce83b594becf,a41605e3-deb1-549a-85c9-9e623ce74975,9640e768-eb89-582f-968e-25d1324bba64,1,Friend
bcfa6629-cde0-5299-ac72-faf9fbcd190d,749448bd-f9d3-50f1-bc98-1c80b2d1db58,85c08c7b-ff28-59f3-afb5-94373e48830e,1,Neighbour
16df9c9a-d97a-5ce3-b7f0-19a106aff7e9,9640e768-eb89-582f-968e-25d1324bba64,4bda4f72-11f0-5651-a079-6d71111a267d,1,Neighbour
afd548b6-5d5e-555e-9f1b-9287b98ad5a6,2cf80426-ea77-5450-88c6-92ac56a5e244,465ffae9-67c5-500d-95d8-fc2f4cfcee66,1,Partner
39992cef-5df5-5e11-8d14-23d71c42cde7,b94bfeb4-273a-578a-bc67-2eda9be44306,9df7b8bf-351b-5e30-89a6-82005d1a179f,1,Neighbour
1dfde062-4ec3-5d61-a11e-dd9f8c4ab37f,429bf62c-b37f-55c0-a176-dbb513564535,d531aed9-dbfb-594e-8d48-fbaa3a36b7bd,1,Sibling
6b94916c-dead-5939-b9a6-970a08688439,b311cab3-f0c5-5d5b-b932-8e8c1aa10e3b,7f024ebd-5a64-5afe-b292-4d01fd190f50,1,Friend
2e4e9ddc-4e9e-5316-87e4-38dda157d979,2ed0f6b7-8165-5709-a112-47fcd13a3b82,0a07e29f-8005-553e-9ff2-137415634b78,1,Neighbour
4ca5554b-025c-562d-a0fa-a2e86e09f958,f0676f5d-b64c-527e-9fe4-801b44eddb83,9a350f2f-c1fa-51a0-bc24-7ec6a370b01b,1,Sibling
8d3be671-2acb-551c-808b-d31af15968ea,d37607d9-4dcb-55ee-a855-bcfbb12ab52b,e6ed36bc-ca38-5f36-b58f-dcb6e544cb93,1,Partner
cb81b6c4-e6e0-57ac-8060-636d954079cd,fe392ae7-2066-5f45-8dba-451abe6a6b22,c131d73a-0531-5d67-b85a-8f322fb0b69a,1,Neighbour
2e17a320-6d66-534a-a7bd-375e605ce096,bcd4e50d-a086-51aa-bf4a-6a3b0cb208e7,8561f6b4-a461-5a0f-9bd7-cc73526e73bb,1,Friend
868d69a4-49dd-5e78-8a45-427e016dfc4a,19cdfe76-77ee-5b64-ab74-64cb5b155900,41bc09ce-2a8f-5148-8050-00047e6dc98e,1,Partner
c5e6470f-57e8-59c1-9269-82445b7ed20a,b2bb188b-41c1-528c-bf27-379b78187379,85c08c7b-ff28-59f3-afb5-94373e48830e,1,Partner
937a97cc-0946-5f8b-9361-9d0a3b735340,6cc39d05-66f9-584b-bd89-ca166f1c7ac1,dd2220b7-1335-59dd-9c38-fc6044e2ab06,1,Sibling
6d338c15-2762-5218-8845-4ca1159ade73,16ec0249-98cd-59e0-a3e0-ad8ceb1f96e5,5c37cdb8-6b22-58b6-a889-485dc31d5c05,1,Sibling
da7c317b-0dc1-5683-9f50-8a45f714332a,c8360ad1-e880-50c0-b615-0ddd1203d00b,465ffae9-67c5-500d-95d8-fc2f4cfcee66,1,Neighbour
23e98568-84f1-5d43-ba16-25c2ed88ba91,895c7f58-c5d9-5c2e-95f2-ca0518ad3eb7,d596feae-e6d9-57f5-af88-aaf40d976564,1,Friend
3fb15f50-5b08-51cc-8cee-eccf7982e1ce,3fca11cb-99fd-5a1b-9a30-7658d15b1c10,429bf62c-b37f-55c0-a176-dbb513564535,1,Partner
b80f6f62-85fd-5b30-bb38-a051f98e8a2e,024caeed-bb19-5387-906e-d34bf78859a6,f0676f5d-b64c-527e-9fe4-801b44eddb83,1,Friend
333eb09f-aa1c-5ead-8074-2abfc28cf8f1,5b10e6c6-ddea-58cb-a783-ab585fd5e556,749448bd-f9d3-50f1-bc98-1c80b2d1db58,1,Sibling
838776a7-a53d-52a2-86bc-35e71efebadb,634be0ee-3d03-58d0-9640-1b843956564f,465ffae9-67c5-500d-95d8-fc2f4cfcee66,1,Partner
7663603f-f292-57a5-8576-940b579ccd38,b70cf02f-488c-568e-b32f-8bda4aa819cd,dbf82876-f28a-5d7a-a26c-2afde512e303,1,Sibling
b38c96ab-cef4-5d13-8751-dd0a6d017bcb,76ffa814-d320-57b5-8314-c4012dda389a,a4874405-be60-516b-ab41-d592efe48b91,1,Neighbour
bc48b951-d8d7-5111-812a-4a231c2afb3c,d5997255-7316-5024-9d45-211aaeea9a2a,3fca11cb-99fd-5a1b-9a30-7658d15b1c10,1,Neighbour
0528ac54-feed-5f30-8c5f-61ec3c251ba4,d531aed9-dbfb-594e-8d48-fbaa3a36b7bd,dbf82876-f28a-5d7a-a26c-2afde512e303,1,Friend
b4d74baf-b730-5190-bbde-3360afdce838,d17e9bbf-1ad5-5999-88c9-c8e9dc916776,5d74374f-958a-5e5d-a908-353a60981f22,1,Partner
18a2a68c-c2f3-5b92-9820-f759970e2074,53a6d0dd-0b2f-59d4-b691-f85c37d7b210,0501440c-0114-5d53-bb84-3db3dea7335c,1,Sibling
ef8c2d7e-e4d8-5c41-a3cb-6eed56338daa,fd15ce84-3ca2-5142-ac50-441d79e214f3,47dfaa82-3c6b-5e14-9fe7-e13640a5db9b,1,Partner
ea1afe00-eaba-5e84-a7ef-2de8714bb083,1559961b-7df6-58c6-8135-3d22a69ecdc9,b2bb188b-41c1-528c-bf27-379b78187379,1,Friend
a50b6fed-eb36-50b5-926d-3f119bd162a4,dd2220b7-1335-59dd-9c38-fc6044e2ab06,634be0ee-3d03-58d0-9640-1b843956564f,1,Sibling
f9bded0b-6e9e-5708-9c50-9435a35c1fad,1c107f8b-d6fa-537d-acf4-a193c3fb0d49,9a350f2f-c1fa-51a0-bc24-7ec6a370b01b,1,Sibling
